"","observed","location_details","county","state","season","title","latitude","longitude","date","number","classification","geohash","temperature_high","temperature_mid","temperature_low","dew_point","humidity","cloud_cover","moon_phase","precip_intensity","precip_probability","precip_type","pressure","summary","conditions","uv_index","visibility","wind_bearing","wind_speed","word_count_of_observed"
"240","While returning from a grassy field located off of an old DER road, I had the feeling that I was being watched. I also noticed a stong smell of what can only be described as a cross between body odor and a wet dog. I was facing upwind of the smell when I noticed something out of the corner of my eye, moving paralell to the DER road. I could not get a good look at it, but it was bigger than a bear and moving faster than one. Whatever it was, it sure was not shy about making noise moving through the dense woods. I did not stick around long enough to look for tracks, daylight was short and all I had was a .22 rifle.","Laurel Hill (Above the abandoned Laurel Hill Pa. Turnpike Tunnel. Nearest Road: Approximately 1/2 mile due south of Pa. Turnpike Laurel Ridge Bypass.","Somerset County","Pennsylvania","Fall",NA,NA,NA,NA,3571,"Class A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127
"241","My friends and I were driving around on all the same roads we do everynite when we spotlight. we got up the road a little bit and we saw this owl in the tree and this one was really close so we stopped to look at it. our windows were down and when we stopped we smelled this awful smell ( like dead people in a funeral home). then the owl flew away and we watched it and when we were getting ready to move again this thing crossed the road in front of us, except when it crossed the road it was at the edge of the hill and stepped in the middle of the road and then onto the top of the embankment. my friends headlights arnt to bright so we only saw the legs and they seemed to be hairy and big but we just wanted outta there and we havent went back since. please get back to me and let me kno if what we saw was bigfoot/sasquatch, Thank you for your time!","the directions are kinda hard to explain but if u would kno where Blain, manassa, or Robinson Road are i might be able to explain it. Get back to me with that information please, Thank You!","Perry County","Pennsylvania","Fall",NA,NA,NA,NA,9694,"Class A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177
"242","I went into my woods, I was sitting at my deer spot and after sitting for about an hour a few deer ran through the woods. They acted as if something was pushing them. A few seconds later, a Sasquatch (7.5-8 foot tall, reddish brown hair) came following them.","Omitted for privacy reasons.","Northampton County","Pennsylvania","Fall","Report 58534: Deer hunter has a dusk sighting near Wind Gap",40.8495,-75.327,"11/17/2017",58534,"Class A","dr62mukt9d",45.1,38.8,29.1,23.9,56,35.4,0.97,0.006,100,"['rain']",1018.5,"Clearing in the afternoon with early morning rain.","Rain, Partially cloudy",NA,9.9,308.1,15,49
"243","1996...Potter County Penna...Loucks Mills PA....camping in a place called Roger's lot...October....me and two others ...had a close encounter ....1 am...getting ready for bed..we were hooting back at the owls...sounding off...all around..I think that is what started the whole thing...the hooting at the owls...suddenly...something started crashing in the brush..then howling and smashing...it circled the camp ...the sounds were like a ape.inhaling and exhaling hoots...then screams...the thing howled all the way up the neighboring hill in about 60 seconds to the top...screamed again then was gone...something's out there...the strange  thing the owls shut up when the thing started...and was silent  the rest of the night...we contacted the PA game commision they said it was a mountain lion...interesting...at the time they claimed publicly  moutain lions were extinct in PA.. (I know better)...I know what they sound like...I know all animals in this area...this was different..the tracks were huge, human like, tracks circling the camp...wish I had some plaster....second time...I heard something like this first was in 1972..felt menaced...nightmares for months afterwards...Something is out there.","Roger's lot.","Potter County","Pennsylvania","Fall","Report 10805: Campers hear loud vocalizations and find footprints near Loucks Mills.",41.845,-77.7011,"10/26/1996",10805,"Class B","dr2wpceuc1",68.1,67.2,66.3,42,39.9,90,0.5,0,0,NA,1027.9,"Becoming cloudy in the afternoon.","Partially cloudy",NA,29.8,140,6.9,171
"244","My friend had taken me to potter co. PA to see if I was interested in joining his camp.   We had been there two days and were getting ready to leave.   I was going out to the jeep when we heard this gutteral scream of the likes of which neither of us had ever heard before.  I grew up in WV and have spent half my life in the woods both night and day and have never heard a sound like that.   We just heard it once and haven't heard it again,  but in the fall of the next year I saw tracks crossing a frost covered field where something had taken very long strides.  There were no indented tracks because the ground was frozen.","Withheld per request.","Potter County","Pennsylvania","Spring",NA,NA,NA,NA,3926,"Class B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125
"245","Driving tractor and trailer on US 6 appox. 6 mi east of Coudersport Pa. on May 7th at appox. 10:30 pm. Going up Denton Hill just past the ski area, there was a car in front of me appox. 100 yds. There was lightning to the west of my location but not yet raining where I was at.  The highway going up the hill has a passing lane. The car in front of me was in the driving lane and then swerved into the passing lane as if to miss something. After he swerved I noticed a large black figure beside the road. It was standing upright on the shoulder of the road on my right about to go up a steep incline to the woods. Just saw it for a second then it disapeared. Took a second for me to make out what it was. The car in front of me did not stop or put on it's brake, so  I'm not sure if I really saw something or it was my imagination. Appeared to be appox. 7 to 8 feet tall. using the car as a reference point for height. Total black with long arms and legs.","6 mi. east of Coudersport PA. on US 6.  I was coming up Denton Hill, just past ski slopes.","Potter County","Pennsylvania","Spring","Report 8633: Trucker has nighttime sighting on Denton Hill east of Coudersport",41.7655,-77.8768,"5/9/2004",8633,"Class A","dr2teg5vej",70.8,60.8,53.2,54.9,82.3,73,0.67,0.994,100,"['rain']",1019.3,"Partly cloudy throughout the day with rain.","Rain, Partially cloudy",NA,8,207.1,13.7,199
"246","I was in Oregon up in the mountains at the Cornucopia Ghost Town. My older brother and I were messing around in the creek below the ghost town and we looked up to see bigfoot running up the creek. We were a little scared at seeing what looked to be a very hairy human running up past us. It just not really looked like a human face - it was different. He kind of looked like a monkey with a human body. My brother and I ran up to where our family was having a BBQ and they ran down just to see him running into the trees. Since that day I have been very interested in this mysterious creature that has left an image in my head.","Cornucopia Ghost town, go to Halfway Oregon and go north.","Baker County","Oregon","Summer","Report 9797: Young siblings at play have visual encounter",45.0018,-117.2022,"5/20/1996",9797,"Class A","c2h8hbrfqz",56,46,34.1,33.2,64,75,0.11,0.012,100,"['rain']",1018.4,"Partly cloudy throughout the day with afternoon rain.","Rain, Partially cloudy",NA,22.6,122.6,13.6,128
"247","What I saw was a thing about 6 foot tall, all black and short hair, its body was skinny and its forearms were bigger than its biceps. It was leaning over, drinking out of a stream by the path I was walking on. It had to be very strong because wen I came walking by, it stood up on two legs very fast and grabbed on to the tree behind it to help it up the hill. This thing I saw almost looked like a monkey except way too tall to be a monkey and also way to skinny to be a bear and too fast.","Where I saw this thing was on the outside of Philomath when you're leaving and there's a road to King's Valley.  You take that right and on that road take another right and down that road there's an old abandoned mill and beside that there's a pond and a path. If you take the path, you will see that there are little areas of connecting streams that run off the pond. I saw it drinking out of one of them.","Benton County","Oregon","Summer","Report 4846: Boy has two encounters at eastern edge of Coast Range.",44.58335,-123.4166,"8/24/2002",4846,"Class A","9rbjxs4ubf",67.4,59.1,53,53.4,82.7,16.7,0.56,0,0,NA,1018.7,"Clear conditions throughout the day.","Clear",NA,9.9,255.9,8.1,106
"248","In 1971, I lived in Portland, Oregon.  While out one evening, in the woods around Boring, Oregon, I was driving when a large upright animal ? ran up onto the road, from the right, ran away from me, down the road approximately 30-40 ft., then up the small embankment to the left and out of site.  Me and my companion jumped from the car, but couldn't see anything else.  It was about 40-50 ft. ahead of us when it ran up on the road. It stood approximately 6 ft.  The body was covered with hair but it ran flat footed.  It paused to look in our direction when it first entered the road, then turned and ran.  It was dark, so what we observed was all caught by the head lights of our car.  We really couldn't make out a face or much else, but there was no doubt it was not just a man.  The arms were in proportion, not long and dangly.",NA,"Clackamas County","Oregon","Summer","Report 604: Nightime sighting by motorists near Boring",45.4237,-122.3876,"6/25/1971",604,"Class A","c20frj0h4p",68,58.9,51.1,46.2,64.9,62.3,0.09,NA,0,NA,1015.1,"Partly cloudy throughout the day.","Partially cloudy",NA,33.7,352.4,13.4,164
"249","Just before this incident happened the dogs awoke and startedto bark for a few minutes. Then their bark became a whine and then a whimper.They just lay there shaking and became very quiet. I woke up and I quietlymoved my hand to my hand gun under my pillow. That's when you could heresomething walking in the water that smelled like a bucket of wet diapersor urine soaked fur. We kept our eyes shut and pretended to be asleep untilit was gone, the incident lasted about 4 minutes. Whatever it was brushedup against my hair as it slowly walked by... I thought I was going to die!!!!!!!!!!!!!!!!Especially after what we saw in the sand and all around the camp as soona day broke.....Very large foot type indentations made in dry, course riverbeach sand... unusual large prints left at wet sand but very mashed up... similar tracks all around area where we slept around campfire coalsand tent area.","On the Collawash River near Northfork bridge.","Clackamas County","Oregon","Fall",NA,NA,NA,NA,655,"Class B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156
